id,v_21,v_32,v_15,v_4,v_1,v_8,v_12,v_25,v_20,v_18,v_3,v_11,v_14,v_26,v_27,v_30,v_9,v_31,v_28,v_13,v_33,v_17,v_19,v_29,v_23,v_24,v_10,v_5,v_6,v_22,v_0,v_7,v_2,v_16,v_34,v_35,v_36,v_37,v_38,v_39,v_40,label
1055,3,89,10,121,1,1,16,110,168,23,87,0,0,0,1,1,0,29,0,14,31,49,25,20.54,3,15,27,39,15,27.54,12,10.8,1.4,1.74,7,53,1,2,58,15,3,1
1056,3,157,10,54,1,14,16,5,278,12,87,0,0,0,1,1,0,28,0,16,30,48,24,18.5,3,20,28,41,15,26.142857142857142,13,16.2,0.3,-0.92,7,66,25,21,18,5,5,1
1057,3,89,14,100,1,1,16,183,251,103,87,0,0,1,0,0,0,29,0,14,29,51,23,17.833333333333336,3,15,25,41,13,26.2,12,13.9,-0.3,0.79,3,94,22,18,59,21,1,0
1058,6,94,18,105,4,5,24,4,15,107,88,7,0,3,7,5,4,28,9,22,35,54,30,24.75,3,23,31,44,18,27.5,18,18.5,8.8,0.9400000000000004,11,79,9,21,50,55,8,2
1059,3,6,15,158,1,1,16,1,168,30,44,0,0,0,1,0,0,26,0,14,29,47,24,18.666666666666664,3,15,25,37,14,25.0,12,7.6,2.6,0.32,2,80,2,13,12,24,3,1
1060,7,94,17,104,6,10,17,186,176,112,92,3,4,4,10,8,0,35,3,23,29,47,31,21.6,3,23,25,37,17,33.2,12,11.9,8.4,9.51,13,46,39,7,8,65,11,1
1061,4,116,10,158,1,1,16,181,168,38,31,0,0,1,1,0,1,42,0,14,29,48,24,22.142857142857142,3,15,25,41,14,29.2,12,9.4,-0.8,-3.12,5,62,9,29,13,40,4,1
1062,3,6,13,100,1,1,16,183,168,38,70,1,0,0,1,0,1,26,0,14,29,47,24,18.5,3,15,25,37,14,24.666666666666664,12,10.8,1.4,1.74,9,52,48,22,41,57,2,1
1063,3,6,10,100,1,1,16,165,251,23,87,1,0,0,1,0,1,26,0,14,29,47,24,18.166666666666664,3,15,25,40,14,26.666666666666664,12,9.4,-0.8,-3.12,0,89,26,7,3,71,2,1
1064,3,116,10,52,1,12,16,181,251,103,39,0,0,0,1,1,0,51,0,14,29,49,24,18.875,3,15,25,45,13,25.142857142857142,12,16.2,0.3,-0.92,7,12,48,25,54,26,5,2
1065,3,6,10,155,1,1,16,5,168,11,44,0,0,0,1,1,0,28,0,14,29,47,24,20.333333333333336,3,15,25,38,14,28.0,12,15.5,2.8,-4.06,5,57,37,21,48,37,4,1
1066,3,6,10,17,1,1,16,5,60,11,17,1,0,0,1,0,0,29,0,20,35,53,30,21.333333333333336,3,19,30,46,19,28.0,12,8.9,1.4,3.51,6,58,41,17,49,34,2,1
1067,3,116,10,121,1,1,16,5,60,7,13,1,0,0,1,0,0,32,0,14,31,49,26,19.384999999999998,3,15,27,39,16,26.384999999999998,12,9.4,-0.8,-3.12,4,42,20,14,2,72,4,1
1068,4,116,10,167,0,14,16,183,168,103,44,0,0,0,1,0,1,43,0,14,28,50,21,17.666666666666664,3,15,24,38,13,24.8,12,12.7,3.7,-1.7,5,83,16,31,8,11,1,2
1069,10,157,18,68,9,15,18,116,260,30,79,3,7,1,5,5,2,39,3,23,36,51,20,6.0,4,19,27,43,10,19.0,13,16.2,5.3,4.08,8,13,41,14,45,40,0,0
1070,3,6,10,55,1,1,16,1,278,103,87,1,0,0,1,0,0,26,0,14,28,48,23,20.4,4,15,24,36,13,26.6,12,12.7,3.7,-1.7,5,63,11,13,14,23,0,1
1071,3,89,10,100,1,1,16,110,278,12,31,1,0,0,0,0,0,27,0,14,29,54,22,17.0,3,15,25,44,10,24.5,12,12.7,3.7,-1.7,3,58,0,15,25,27,5,0
1072,9,15,14,56,7,8,25,117,254,108,88,2,1,0,10,9,4,34,7,15,29,56,24,22.8,10,17,28,41,19,34.8,15,13.7,12.7,-1.7,6,35,36,32,7,31,4,1
1073,6,9,17,104,6,10,23,6,6,107,74,6,8,3,7,5,8,27,2,22,36,53,31,26.0,3,19,32,48,17,32.4,19,11.9,6.4,7.51,6,84,15,28,7,42,2,1
1074,7,10,18,20,9,7,17,7,285,39,79,9,4,6,6,3,5,27,0,17,25,48,20,8.0,4,23,27,32,17,14.0,15,20.7,11.7,2.3,9,84,47,27,66,37,7,1
1075,3,147,10,76,1,1,16,184,60,12,17,1,0,0,1,0,0,29,0,14,28,47,18,6.0,8,15,24,37,12,26.75,13,10.8,1.4,1.74,7,13,49,6,9,33,0,1
1076,3,6,14,148,1,1,16,31,6,11,39,1,0,0,1,0,0,27,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,7.6,2.6,0.32,4,23,3,1,4,11,0,0
1077,3,116,10,52,1,1,16,1,251,23,70,0,0,0,1,1,0,39,0,14,29,56,21,20.4,3,15,25,51,8,13.0,12,16.2,0.3,-0.92,7,56,49,28,49,14,4,0
1078,3,166,10,54,1,1,16,5,6,12,44,0,0,0,1,0,1,27,0,19,34,52,29,19.18181818181818,3,20,30,42,19,25.909090909090907,12,11.1,0.6,2.02,9,25,30,5,12,44,4,1
1079,3,89,14,59,1,1,16,5,6,11,87,1,0,1,0,1,0,28,0,14,28,46,18,6.0,3,15,24,36,8,13.0,12,8.9,1.4,3.51,7,38,12,18,39,42,0,0
1080,3,147,10,121,1,1,16,181,251,103,45,1,0,0,1,0,0,34,0,14,30,49,24,18.0,3,15,26,39,14,25.0,12,7.6,2.6,0.32,7,73,18,25,25,45,5,2
1081,13,117,10,57,4,8,19,182,252,105,91,8,2,5,5,5,4,54,4,23,39,58,23,17.5,3,22,32,42,12,29.0,15,17.5,8.8,1.9400000000000004,3,95,52,17,9,42,9,0
1082,4,156,13,130,10,7,22,191,252,106,86,5,6,8,9,0,9,35,1,28,37,73,34,22.417391304347827,6,26,40,64,21,31.417391304347827,20,10.6,5.6,5.32,6,97,8,28,22,24,0,1
1083,3,89,10,167,0,1,16,183,251,36,70,0,0,0,1,0,0,28,0,14,28,41,18,6.0,3,15,24,31,8,13.0,12,11.1,0.6,2.02,8,26,23,3,55,28,0,0
1084,3,116,10,52,1,12,16,181,251,103,104,0,0,1,0,1,0,46,0,14,29,49,18,6.0,3,15,25,41,8,13.0,12,16.2,0.3,-0.92,6,73,27,6,58,10,1,0
1085,3,116,10,52,1,1,16,181,251,36,45,0,0,1,0,1,0,36,0,18,33,60,26,17.888888888888893,3,17,27,48,13,24.6,13,15.5,2.8,-4.06,3,11,38,28,29,42,0,0
1086,13,154,16,55,4,9,17,185,260,112,73,4,6,1,5,6,0,57,4,38,49,60,45,27.684210526315788,3,35,36,47,21,33.38461538461539,14,15.5,4.8,-4.06,1,67,8,5,0,49,8,1
1087,3,6,10,121,1,1,16,110,168,23,104,0,0,0,1,0,0,28,0,14,31,49,25,18.685714285714283,3,15,27,39,15,25.685714285714283,12,12.7,3.7,-1.7,8,20,9,36,55,58,1,1
1088,3,50,10,52,1,3,16,1,168,30,87,0,0,0,1,1,0,35,0,14,29,49,18,6.0,3,15,25,41,8,13.0,12,16.2,0.3,-0.92,0,52,15,6,2,63,5,0
1089,3,89,10,54,1,1,16,1,6,12,39,1,0,0,1,1,0,27,0,14,29,47,23,17.4,3,15,25,39,9,23.0,12,10.8,1.4,1.74,4,11,30,26,13,29,5,2
1090,3,157,10,55,1,14,41,110,6,36,39,1,0,0,1,0,0,30,1,14,29,53,23,18.8,3,15,25,50,10,24.5,12,12.4,0.5,1.79,2,82,6,39,20,14,5,2
1091,3,147,12,96,1,1,83,5,251,12,31,1,0,0,1,0,0,30,1,14,28,49,19,16.0,3,15,24,39,10,26.0,12,7.6,2.6,0.32,7,6,41,2,52,32,2,0
1092,5,97,14,166,10,10,22,190,286,103,79,5,0,1,9,4,1,29,0,19,36,55,32,25.2,10,15,32,43,14,28.833333333333336,19,12.4,0.19999999999999996,5.88,7,81,10,42,55,34,11,2
1093,11,6,12,152,4,5,22,8,6,109,14,4,3,6,5,3,4,31,4,18,30,52,23,21.75,7,24,30,50,21,33.666666666666664,19,12.8,4.4,8.74,14,35,44,28,28,42,9,1
1094,3,6,10,54,1,1,16,1,168,12,87,1,0,0,1,1,0,28,0,14,29,48,24,19.666666666666664,3,15,25,38,14,25.166666666666664,13,16.2,0.3,-0.92,2,81,9,11,34,22,3,1
1095,3,92,10,59,1,1,16,1,251,38,70,1,0,0,1,1,0,26,0,14,28,46,19,22.0,3,15,24,36,8,13.0,12,9.4,-0.8,-3.12,7,0,10,9,34,54,3,0
1096,3,89,14,155,1,1,16,183,6,23,39,1,0,0,1,1,0,26,0,14,29,47,24,19.0,3,15,25,43,8,13.0,12,7.6,2.6,0.32,6,89,16,7,32,31,1,0
1097,3,6,12,17,1,1,16,181,168,103,79,1,0,0,1,1,1,28,0,20,35,53,30,20.583333333333336,3,19,30,45,19,27.333333333333336,12,8.9,1.4,3.51,8,53,49,36,15,38,3,1
1098,3,6,11,155,1,1,16,181,251,103,87,1,0,0,1,0,1,27,0,14,29,52,22,17.0,3,15,25,42,11,24.666666666666664,12,9.4,-0.8,-3.12,9,44,41,3,51,57,2,2
1099,3,147,11,100,1,1,16,110,168,23,44,1,0,0,1,0,0,32,0,20,33,57,28,18.5,3,17,26,40,12,25.6,12,16.2,0.3,-0.92,6,33,12,14,0,58,3,1
1100,4,147,10,167,0,1,16,181,251,103,87,1,0,0,1,0,0,46,0,18,33,55,22,16.75,3,17,29,41,10,23.0,12,7.6,2.6,0.32,5,94,10,21,9,57,2,0
1101,3,6,15,96,1,1,16,183,251,38,70,0,1,0,1,1,0,29,0,14,28,41,18,6.0,3,15,24,31,8,13.0,12,10.8,1.4,1.74,5,93,19,28,22,4,5,0
1102,4,6,10,146,1,1,16,110,168,312,207,0,0,1,1,1,0,32,0,14,30,48,25,18.271428571428572,3,15,27,41,15,26.65714285714286,12,10.8,1.4,1.74,8,55,21,32,27,51,0,1
1103,3,72,11,55,1,1,16,181,251,103,87,1,0,0,1,0,1,27,0,14,28,49,23,19.166666666666664,5,15,24,36,13,25.8,12,9.4,-0.8,-3.12,8,55,3,33,4,67,2,1
1104,3,89,11,121,1,1,16,1,168,23,104,1,0,0,1,0,0,27,0,14,31,49,26,19.3425,3,15,27,39,16,26.3425,12,9.4,-0.8,-3.12,2,43,28,30,53,16,5,1
1105,3,6,12,54,1,1,16,110,278,30,70,1,0,0,1,1,1,27,0,14,29,47,24,21.166666666666664,3,15,25,37,14,25.333333333333336,12,12.4,0.5,1.79,7,16,4,9,25,71,3,1
1106,4,116,10,52,1,1,16,181,168,103,39,0,0,0,1,0,0,58,0,14,29,48,24,18.5,3,15,25,46,13,25.4,12,8.9,1.4,3.51,9,50,14,18,60,24,1,1
1107,3,157,10,76,1,14,16,3,6,12,45,1,0,0,1,1,0,30,0,25,41,73,30,18.857142857142858,4,23,31,46,18,27.3,12,16.2,0.3,-0.92,0,65,34,4,29,42,4,1
1108,3,6,11,167,0,1,16,1,60,23,17,0,0,0,0,1,0,30,0,14,28,48,21,17.666666666666664,3,15,24,39,10,23.5,14,7.6,2.6,0.32,0,95,33,12,35,32,5,0
1109,3,157,10,52,1,14,16,110,251,103,87,1,0,0,1,1,0,31,0,14,29,49,24,18.571428571428573,3,15,25,38,14,25.428571428571427,12,8.9,1.4,3.51,3,45,33,19,30,34,0,1
1110,3,6,10,17,1,1,16,1,168,106,44,1,0,0,1,1,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,10.8,1.4,1.74,2,14,25,39,31,23,3,1
1111,3,161,19,63,5,15,20,183,169,109,104,2,2,0,1,0,1,38,8,22,38,63,29,27.0,11,21,25,47,23,31.142857142857142,16,17.2,5.3,-0.92,2,104,17,19,37,58,3,1
1112,3,6,11,102,1,1,16,12,168,23,31,1,0,0,0,1,0,26,0,14,28,47,18,6.0,3,15,24,36,8,13.0,12,12.7,3.7,-1.7,3,72,2,22,27,5,5,0
1113,12,8,15,159,5,9,25,1,15,32,76,6,0,9,10,2,7,31,7,22,33,49,32,21.333333333333336,10,17,26,43,20,37.333333333333336,17,12.1,7.6,3.02,1,50,13,18,40,32,5,1
1114,3,89,13,102,1,1,16,183,251,30,70,1,0,0,1,1,0,26,0,14,29,53,21,17.666666666666664,3,15,25,43,9,25.0,12,12.4,0.5,1.79,3,0,25,31,48,61,5,0
1115,10,11,14,58,4,5,21,7,14,29,87,7,8,5,6,3,6,37,3,17,33,51,30,25.2,3,22,30,45,11,20.0,14,19.4,1.5,10.79,13,36,55,12,7,32,10,0
1116,12,164,15,29,3,23,19,2,12,37,44,9,5,0,1,7,8,48,3,29,39,65,41,23.125,4,21,39,54,24,26.0,13,20.4,1.5,5.79,3,89,23,14,37,53,6,1
1117,3,116,10,20,0,1,16,165,69,3,13,1,0,0,1,0,0,39,0,14,29,53,18,6.0,3,15,25,31,8,13.0,12,7.6,2.6,0.32,8,43,21,38,14,30,2,0
1118,3,6,10,96,1,1,16,110,6,38,44,1,0,0,1,1,0,27,0,14,28,47,22,19.75,3,15,24,36,8,13.0,12,12.4,0.5,1.79,0,72,12,27,28,73,1,0
1119,3,6,10,102,1,1,16,110,168,23,45,0,0,1,0,0,0,30,0,14,29,51,23,17.0,3,15,25,43,8,13.0,12,10.8,1.4,1.74,6,25,21,9,10,41,3,0
1120,3,89,15,96,1,1,16,181,251,103,87,1,0,0,1,1,0,33,0,27,38,56,31,16.769230769230766,3,26,33,46,20,24.833333333333336,12,7.6,2.6,0.32,0,77,9,32,46,78,5,0
1121,3,6,10,17,1,1,16,1,295,23,31,1,0,0,1,0,0,28,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,11.1,0.6,2.02,2,91,0,24,56,38,1,1
1122,6,89,15,18,1,9,22,6,69,14,31,9,1,4,2,6,1,26,0,14,31,47,25,7.0,12,16,27,38,10,22.0,20,21.9,3.7,1.79,14,67,36,16,36,75,7,1
1123,3,92,12,158,1,1,16,183,251,103,44,1,0,0,1,0,0,27,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,10.8,1.4,1.74,7,99,43,29,56,68,1,0
1124,7,12,18,150,6,10,16,8,15,18,52,8,9,9,5,4,2,29,9,17,35,52,24,27.0,11,20,32,44,22,31.0,20,14.1,0.6,11.02,7,79,32,25,53,62,9,2
1125,6,95,18,105,1,10,22,183,251,35,72,5,5,4,4,4,3,31,4,18,36,57,20,11.0,8,22,27,44,9,13.0,12,17.4,1.2,1.88,6,101,14,26,5,17,6,0
1126,3,143,10,52,1,1,16,1,60,23,17,1,0,0,1,1,0,31,0,14,29,55,23,18.0,3,15,25,43,13,25.142857142857142,12,15.5,2.8,-4.06,9,86,31,6,60,56,1,2
1127,3,6,10,96,1,1,16,110,278,103,70,0,0,0,0,1,0,27,0,14,28,57,19,18.0,3,15,24,37,8,13.0,12,13.9,-0.3,0.79,6,32,7,25,42,54,4,0
1128,3,92,12,54,1,1,16,1,6,12,39,0,0,0,1,0,0,26,0,14,29,47,20,18.0,3,15,25,37,9,24.0,12,9.4,-0.8,-3.12,8,37,36,21,46,14,5,0
1129,7,6,15,122,10,3,20,10,13,110,88,10,2,6,6,3,2,36,9,14,37,50,33,25.841428571428573,6,19,36,46,15,28.841428571428573,19,17.8,6.4,2.74,11,96,27,36,23,65,6,1
1130,3,6,10,121,1,1,16,183,6,103,104,0,0,0,1,0,0,27,0,14,30,48,25,19.542857142857144,3,15,27,40,16,27.22222222222222,12,16.2,0.3,-0.92,5,6,11,14,22,52,4,1
1131,33,116,10,167,0,1,16,110,168,103,31,1,0,0,1,0,0,47,0,14,28,49,23,17.0,3,15,24,36,13,24.6,12,7.6,2.6,0.32,4,80,18,39,15,20,4,1
1132,3,6,10,100,1,1,16,1,6,23,39,0,0,0,1,0,0,26,0,14,29,48,24,20.0,3,15,25,38,14,27.0,12,10.8,1.4,1.74,2,51,25,40,19,12,1,1
1133,7,98,16,105,2,6,20,10,64,15,45,2,2,3,8,6,4,33,2,18,32,56,32,28.5,4,20,31,41,19,33.42857142857143,12,12.1,6.6,9.02,11,71,46,10,4,59,11,0
1134,3,6,10,155,1,1,16,1,278,12,44,1,0,0,1,1,0,27,0,14,29,49,23,18.0,3,15,25,39,13,25.4,12,9.4,-0.8,-3.12,3,84,17,1,52,53,3,1
1135,3,93,12,104,3,9,18,12,12,16,51,1,1,4,2,9,4,26,3,22,38,53,28,24.0,3,15,29,37,15,31.6,17,10.9,3.4,4.51,8,63,52,37,15,44,5,1
1136,3,6,10,148,1,1,16,110,168,38,70,0,0,0,1,0,0,27,0,14,29,48,24,20.714285714285715,3,15,25,37,14,28.833333333333336,12,12.4,0.5,1.79,9,9,5,15,5,33,0,1
1137,7,156,18,105,6,2,16,7,6,21,13,4,4,6,0,6,9,38,6,21,40,63,32,19.833333333333336,6,19,32,40,10,28.0,18,19.2,0.3,8.08,13,97,10,11,35,37,9,0
1138,3,6,13,121,1,1,16,181,251,103,79,1,0,0,1,0,1,26,0,14,31,49,25,19.38142857142857,3,15,27,39,15,26.38142857142857,12,10.8,1.4,1.74,8,79,46,24,39,68,4,1
1139,3,147,10,17,1,1,16,110,168,103,39,0,0,0,1,1,0,30,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,13.9,-0.3,0.79,8,42,38,40,20,31,2,2
1140,3,157,10,52,1,14,16,12,69,23,17,0,0,0,1,1,0,29,0,14,29,56,23,17.857142857142858,3,15,25,48,13,23.57142857142857,12,16.2,0.3,-0.92,1,88,40,40,36,42,3,2
1141,3,6,10,102,1,1,16,183,278,30,79,1,0,0,1,0,0,26,0,14,29,49,24,18.166666666666664,3,15,25,37,14,26.5,12,11.1,0.6,2.02,7,61,18,25,57,45,0,1
1142,8,158,12,62,2,20,19,6,68,20,21,2,3,0,9,8,0,31,6,23,32,53,24,19.0,10,23,27,56,20,29.0,19,17.4,8.5,1.79,13,64,46,15,32,28,10,1
1143,8,8,15,56,3,7,25,9,11,29,83,1,8,5,3,6,4,28,9,14,38,55,33,20.666666666666664,9,16,31,51,22,29.833333333333336,21,10.9,7.4,5.51,10,17,8,30,12,27,10,1
1144,3,6,10,121,1,1,16,183,278,30,44,0,0,0,1,0,0,26,0,14,30,48,25,19.285714285714285,3,15,27,40,16,26.333333333333336,12,16.2,0.3,-0.92,7,94,43,14,30,49,1,1
1145,33,116,10,155,1,9,16,181,251,23,87,0,0,0,0,1,0,63,0,14,29,49,23,17.4,3,15,25,40,13,25.4,12,10.8,1.4,1.74,3,73,15,12,30,35,3,0
1146,3,123,19,151,9,7,19,111,168,31,51,1,1,0,2,6,7,38,0,18,35,60,24,20.166666666666664,12,18,30,44,25,30.675,15,15.9,1.7,8.79,8,95,7,28,60,74,8,0
1147,3,6,14,121,1,1,16,110,251,103,70,1,0,0,1,0,0,26,0,14,30,51,25,18.9,3,15,27,46,15,25.142857142857142,12,15.5,2.8,-4.06,7,98,36,9,42,42,0,0
1148,3,89,11,121,1,1,16,110,251,12,44,1,0,0,0,0,1,28,0,14,30,48,25,19.462857142857146,3,15,27,41,15,26.164285714285715,12,11.1,0.6,2.02,3,69,1,14,9,77,5,2
1149,3,89,10,52,1,1,16,183,251,30,87,1,0,0,1,1,1,31,0,31,41,60,36,17.894736842105267,3,27,32,44,21,25.923076923076927,12,15.5,2.8,-4.06,1,47,32,17,37,19,3,1
1150,4,9,15,130,10,7,20,1,169,39,71,7,4,7,9,4,2,33,7,21,32,52,28,22.8375,9,20,30,45,23,35.5,13,21.9,1.7,0.79,11,93,20,13,15,16,4,1
1151,3,6,10,20,0,1,16,183,168,36,104,0,0,0,1,0,1,31,0,14,29,47,24,20.166666666666664,3,15,25,37,14,25.5,12,12.7,3.7,-1.7,4,8,46,4,9,54,5,1
1152,3,6,12,100,1,1,16,183,168,30,79,1,0,0,1,0,0,27,0,14,29,48,24,18.285714285714285,3,15,25,38,14,25.833333333333336,12,12.4,0.5,1.79,9,100,30,10,7,18,0,1
1153,3,89,13,102,1,1,16,181,251,30,79,1,0,0,1,0,1,26,0,14,29,55,20,17.0,3,15,25,45,11,23.333333333333336,12,7.6,2.6,0.32,0,33,7,4,25,60,2,0
1154,3,6,15,102,1,1,16,183,251,30,70,1,0,0,1,0,1,26,0,14,29,48,24,19.0,3,15,25,37,14,26.0,12,12.4,0.5,1.79,2,51,11,14,26,31,0,1
1155,3,116,10,55,1,1,16,1,6,23,39,0,0,1,0,1,0,39,0,14,28,54,22,19.5,4,15,24,43,11,24.666666666666664,13,9.4,-0.8,-3.12,4,76,16,26,38,52,4,0
1156,3,89,10,55,1,1,16,110,6,103,39,1,0,0,1,1,0,28,0,14,29,53,22,18.8,3,15,25,48,8,13.0,12,12.4,0.5,1.79,1,67,35,10,14,71,3,0
1157,3,116,10,55,1,1,16,5,168,11,87,0,0,0,1,0,0,36,0,14,29,56,22,18.0,3,15,25,45,12,25.0,12,11.1,0.6,2.02,1,72,22,33,59,77,2,0
1158,3,6,11,100,1,1,16,183,6,23,104,1,0,0,1,0,0,26,0,14,29,48,24,18.333333333333336,3,15,25,38,14,25.166666666666664,12,9.4,-0.8,-3.12,3,88,13,10,36,31,4,1
1159,5,12,11,57,4,9,23,185,251,12,47,6,5,2,8,2,4,33,6,15,29,57,31,23.0,7,23,29,42,19,28.333333333333336,13,14.9,5.4,7.51,2,19,15,35,11,13,1,0
1160,3,6,13,155,1,1,16,5,168,7,39,1,0,0,1,0,1,26,0,14,29,47,24,19.833333333333336,3,15,25,37,14,27.166666666666664,12,16.2,0.3,-0.92,7,85,44,15,60,33,0,1
1161,3,89,11,148,1,1,16,1,168,30,44,1,0,0,1,0,0,29,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,8.9,1.4,3.51,0,72,49,18,45,46,1,0
1162,6,6,14,100,10,2,21,190,254,324,309,1,4,5,9,3,8,27,4,16,32,54,27,24.0,10,15,31,40,19,31.666666666666664,13,21.4,4.5,3.79,18,71,28,37,60,65,3,2
1163,3,157,10,76,1,14,16,1,6,23,39,1,0,0,1,0,0,28,0,14,28,48,22,18.0,4,15,24,37,12,25.4,12,10.8,1.4,1.74,2,81,37,21,33,9,4,2
1164,4,13,18,98,1,3,19,5,168,24,87,2,3,8,2,5,4,31,6,21,34,50,31,22.4,12,20,26,36,18,29.6,21,16.9,6.4,11.51,10,21,43,21,54,61,3,1
1165,4,116,10,167,0,12,16,181,6,30,44,0,0,0,1,1,0,52,0,14,28,50,21,17.333333333333336,3,15,24,39,13,24.142857142857142,12,13.9,-0.3,0.79,2,22,38,40,5,38,4,0
1166,3,89,10,102,1,1,16,183,251,23,87,1,0,0,0,0,0,26,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,12.7,3.7,-1.7,4,56,37,10,52,39,3,0
1167,12,123,10,57,10,15,25,185,258,106,95,5,4,3,8,1,6,43,4,22,36,50,22,12.0,10,16,25,43,16,13.0,12,14.9,2.7,3.79,3,91,38,37,35,26,7,0
1168,3,166,10,54,1,9,16,181,168,12,70,0,0,1,1,0,0,39,0,16,29,49,23,17.0,3,19,25,43,14,23.166666666666664,12,8.9,1.4,3.51,7,5,37,20,10,31,3,2
1169,3,89,11,54,1,1,16,5,6,11,39,1,0,0,1,1,0,26,0,14,29,47,24,19.0,3,15,25,39,9,23.0,12,10.8,1.4,1.74,0,46,7,40,16,30,1,2
1170,3,6,10,100,1,1,16,1,168,30,87,0,0,0,1,1,0,26,0,14,29,49,24,18.0,3,15,25,38,14,24.714285714285715,12,15.5,2.8,-4.06,0,36,40,33,24,53,3,1
1171,3,147,10,96,1,1,16,181,168,103,79,0,0,0,1,1,0,30,0,14,28,46,18,6.0,3,15,24,40,11,26.333333333333336,14,16.2,0.3,-0.92,7,30,34,5,13,3,2,2
1172,3,50,10,121,1,3,16,181,251,103,44,0,0,0,1,0,0,44,0,14,30,48,18,6.0,10,15,26,38,8,13.0,19,16.2,0.3,-0.92,5,3,8,22,14,19,0,0
1173,3,116,10,52,1,1,16,181,251,103,44,0,0,0,1,0,0,49,0,22,35,58,30,17.833333333333336,3,18,31,53,17,25.7,12,15.5,2.8,-4.06,9,98,50,27,25,12,1,1
1174,3,14,10,20,1,4,23,6,7,24,21,2,4,9,4,4,4,34,4,22,28,47,26,6.0,6,24,26,38,8,14.0,19,14.8,4.4,4.74,9,37,40,12,55,26,6,0
1175,3,6,12,121,1,1,16,181,251,103,87,1,0,1,0,0,0,27,0,14,31,49,25,19.327142857142857,3,15,27,39,15,26.327142857142857,12,10.8,1.4,1.74,0,14,42,10,41,64,3,0
1176,3,157,12,55,1,14,16,1,168,23,13,1,0,0,1,0,0,27,0,14,28,51,19,19.0,4,15,24,39,11,28.333333333333336,12,12.7,3.7,-1.7,0,60,6,38,35,46,5,2
1177,3,6,10,96,1,1,16,183,278,11,87,0,0,0,1,0,0,27,0,14,28,55,19,17.0,3,15,24,37,8,13.0,12,13.9,-0.3,0.79,8,25,30,35,2,74,5,0
1178,3,6,12,55,1,1,16,57,123,121,131,0,0,0,1,0,0,27,0,14,28,46,23,21.2,3,15,24,37,13,26.2,12,7.6,2.6,0.32,2,71,26,21,28,61,3,1
1179,3,89,10,96,1,1,16,62,168,23,79,1,0,0,1,0,0,28,0,14,28,51,23,19.5,3,15,24,39,13,25.333333333333336,12,13.9,-0.3,0.79,5,95,13,11,44,60,2,1
1180,59,116,11,96,1,1,16,181,251,103,87,0,0,0,1,0,0,55,0,14,28,41,18,6.0,3,15,24,31,8,13.0,12,9.4,-0.8,-3.12,8,5,30,14,4,63,3,0
1181,3,6,10,17,1,1,16,3,60,23,79,1,0,0,1,0,0,26,0,14,23,41,18,6.0,3,15,19,31,8,13.0,12,12.4,0.5,1.79,0,68,0,5,29,45,5,2
1182,3,116,11,146,1,1,16,5,6,11,39,0,0,0,1,1,0,34,0,14,30,48,20,17.75,3,15,24,41,8,13.0,12,12.4,0.5,1.79,3,77,44,32,54,49,1,0
1183,3,6,10,121,1,1,16,110,168,38,87,0,0,0,1,0,1,27,0,14,31,49,25,20.4,3,15,27,39,15,27.4,12,12.7,3.7,-1.7,3,97,6,25,31,1,3,1
1184,3,6,18,150,2,2,20,67,145,35,75,5,8,6,6,2,9,29,7,20,35,54,26,23.625,8,15,29,42,19,36.14285714285714,15,18.1,1.6,6.02,6,21,41,46,9,79,5,2
1185,3,6,10,20,0,1,16,1,251,38,31,0,0,0,1,0,0,31,0,14,29,54,20,16.0,3,15,24,43,9,23.0,12,9.4,-0.8,-3.12,9,8,39,7,56,57,1,2
1186,3,6,14,121,1,1,16,183,278,103,87,1,0,0,1,0,0,26,0,14,31,49,26,18.82875,3,15,27,39,16,25.82875,12,9.4,-0.8,-3.12,9,10,48,30,47,5,4,0
1187,3,6,10,148,1,1,16,1,6,103,79,1,0,0,1,1,1,25,0,14,29,49,24,20.875,3,15,25,39,14,26.428571428571427,12,11.1,0.6,2.02,8,64,35,19,2,38,4,1
1188,3,147,10,148,1,1,16,5,168,12,44,0,0,0,1,0,0,27,0,14,29,41,18,6.0,3,15,25,31,8,13.0,12,15.5,2.8,-4.06,0,53,13,25,48,41,3,0
1189,3,6,10,96,1,1,16,1,168,30,44,1,0,0,1,0,0,26,0,14,28,51,22,16.75,4,15,24,44,10,23.0,12,9.4,-0.8,-3.12,0,66,35,10,37,69,1,0
1190,6,14,11,58,9,9,23,186,259,104,88,8,2,7,6,1,9,27,5,20,30,54,25,28.0,3,19,26,39,18,28.5,21,17.8,2.4,4.74,8,76,38,45,26,75,5,1
1191,3,6,12,121,1,1,16,110,251,103,70,1,0,0,1,0,0,27,0,14,30,49,25,19.025,3,15,27,40,16,26.811111111111114,12,13.9,-0.3,0.79,5,3,45,20,31,14,0,1
